cpds-mini17,-10.7
cpds-mini16,-10.3
cpds-mini15,-10.2
cpds-mini21,-9.2
cpds-mini18,-8.6
cpds-mini23,-8.4
cpds-mini20,-8.2
cpds-mini14,-7.9
cpds-mini22,-7.8
cpds-mini25,-7
cpds-mini24,-6.2
cpds-mini13,-5.2
cpds-mini19,-4.3
