cpds-mini9,-9.9
cpds-mini12,-9.7
cpds-mini10,-9.6
cpds-mini8,-9.6
cpds-mini11,-9.5
cpds-mini7,-9.4
cpds-mini5,-9.3
cpds-mini1,-9.3
cpds-mini2,-9.2
cpds-mini6,-9.1
cpds-mini4,-8.9
cpds-mini3,-8.9
