cpds-mini26,-8.7
cpds-mini39,-8.5
cpds-mini36,-9.1
cpds-mini38,-10.3
cpds-mini37,-7.6
cpds-mini30,-8.3
cpds-mini33,-10.6
cpds-mini31,-9.3
cpds-mini35,-10.0
cpds-mini29,-10.1
cpds-mini40,-9.4
cpds-mini27,-9.2
cpds-mini32,-9.9
cpds-mini28,-7.8
cpds-mini34,-9.7
